temperature,humidity,wind_speed,pm2_5,pm10,no2,co,so2,o3,aqi
29.828302478526588,40.16188300062481,4.884826553852916,74.20613980928235,100.64695303664755,46.052101086691245,2.477388995352852,14.173300892069113,57.1529412368577,93.56385438301572
21.760095362557028,52.707088039514296,8.450477179179554,110.44513840291114,164.08492789489048,41.0398266795589,2.3911567232987574,27.272771552753472,71.13767022480783,117.94705548431659
32.50270717483875,66.30340064211879,6.702932914108699,15.261916194546856,20.54889576874,57.55278526933615,2.230023862555155,14.858099374163462,74.72396231361736,47.32107884594273
33.64338829834728,58.46404940083355,4.2561069835092304,86.45427018697774,137.76480038886632,52.921197193411075,1.8588712888155814,23.055277332463394,60.16435203261065,101.15281883205759
16.29378886807698,50.241545693916116,3.835150290419285,51.75338795915319,63.89039597932644,5.0,1.3804986664496124,19.436498990183246,77.11667146161767,57.11393809777643
20.18692295882609,49.88681307413236,1.881259252381403,70.15250542000341,71.40831935421527,51.814359679712226,1.1480245546671832,23.951214989715893,72.62460803760484,66.49102744708219
28.76704241900371,49.31494403380937,6.726832944667056,8.805571472388223,16.23962096349201,23.93737062892649,2.8319244214093366,18.879575137181018,80.25900459384525,44.32228823389583
26.102544445938506,46.80735557011586,5.113531131871605,86.70204556663242,103.94201607074717,16.408882653923417,2.411843417381272,4.69282070125405,77.68605310955124,91.15064290757442
27.899193054974265,94.22449315914093,0.1,69.66291878329577,84.14510667969007,38.60747861327585,1.2453566182396605,26.070348313937057,89.39956392214502,81.02877926688522
22.88173643455852,64.46266606778332,4.660712818076499,49.027249130344565,65.38024737201266,49.39747996254021,1.8318654145785076,17.29853662033674,54.606136668675006,73.78286724254944
33.27638784917697,73.30138581607108,3.74741492686262,66.12781719152804,90.38318824304348,12.466777014837163,1.5599079256119894,24.316128618838505,31.458839152769833,79.2690302363625
32.66675161257369,52.663837978216144,9.939193980426651,30.86261747394377,38.68101625443732,54.68237550703593,0.8974314354353998,23.521971814950852,71.27437487370841,42.01535354986837
28.396184185367296,57.210649842209264,1.7430534702667257,35.513997860457515,47.78911026688101,55.74009925556879,1.942121101297042,11.813628151909267,73.61106378645553,65.17162030544259
34.763447241808194,49.296690279444675,2.3966230006648654,38.413884659365095,51.47688884717267,42.84557153339096,1.4676058686086435,10.681636758597625,89.39990786762279,83.45330088108906
30.805056053512274,20.22437497621197,8.77492410776425,5.0,10.0,26.382774655913124,1.0379706669634516,23.242840811592032,83.62580712339411,45.09379479949799
22.84424522270057,39.329860847282006,9.391907893659909,71.54396235508418,54.41835067477075,24.371195924592744,0.6166939566865905,15.57400776471589,96.9094491172913,49.96043180835579
30.212504704494993,32.84071980029408,4.137542653185896,79.78984035456415,145.23498954437122,60.466778368444096,0.548957199835463,25.491434235731976,70.39707960653067,84.27380598942037
22.246704395026008,26.253243330725887,4.419785442977723,32.46639625590396,42.634154757701154,14.797991643073711,1.5028590978442884,16.574392457095815,62.576211838772565,36.183496758173916
33.270701807843636,42.06961538552846,7.540588491383282,58.705075398620465,87.77322545133258,61.160468294745215,1.7319240236600675,26.187278219586304,30.300337573485066,87.7011424115901
27.700444534082482,79.87433519072447,0.18225050763672446,43.361488134269095,43.59887773907631,39.02641513565214,1.0997593518701472,21.386435873672813,64.16193069028161,58.341794479394146
26.890825818728437,59.33345748443468,1.34701578873611,58.20684905202576,71.72538594273483,40.27497900642857,2.3205915421257823,20.303799949713188,46.94993286257364,84.15601023435345
23.91442273357635,79.35845643481761,5.29816649787322,34.31056896972427,40.55238313392114,11.25442130256015,1.7475627665736302,15.007910410077805,62.23020026864942,74.1600502720242
35.335248032044184,66.16473865351313,9.874726415322815,27.914371097809106,47.94100462548243,39.35910065768544,2.26150824847892,19.859420912492133,59.09026372619312,58.30406471982491
27.072823107587187,71.73838238572739,4.910674779583151,76.30187215059357,91.83285867008392,53.04453928820477,1.6536713678498338,27.542821719621674,67.4346717770027,98.90040843886946
25.430033067021355,46.486545070431376,6.252341979337887,48.40323537188768,74.51774876169307,17.94461841866434,1.1703058918343152,17.56627633069344,56.05338580922979,64.62325491459448
25.887198697070623,67.85926431289006,8.83447318141003,100.5527237713369,119.3957900630859,50.97544561053322,1.8912940569108911,22.249395549470844,76.7004038146517,101.52213915491562
